"code_title","eng_text","kor_text"
"N32.8","Other specified disorders of bladder","방광의 기타 명시된 장애"
"N32.9","Bladder disorder, unspecified","방광의 상세불명 장애"
"N36","Other disorders of urethra","요도의 기타 장애"
"N36.0","Urethral fistula","요도루"
"N36.1","Urethral diverticulum","요도게실"
"N36.2","Urethral caruncle","요도카런클"
"N36.3","Prolapsed urethral mucosa","탈출된 요도점막"
"N36.8","Other specified disorders of urethra","요도의 기타 명시된 장애"
"N36.9","Urethral disorder, unspecified","요도의 상세불명 장애"
"N30-N39","Other diseases of the urinary system","비뇨계통의 기타 질환"
"N39","Other disorders of urinary system","비뇨계통의 기타 장애"
"N39.0","Urinary tract infection, site not specified","부위가 명시되지 않은 요로감염"
"N39.1","Persistent proteinuria, unspecified","상세불명의 지속성 단백뇨"
"N39.2","Orthostatic proteinuria, unspecified","상세불명의 기립성 단백뇨"
"N39.3","Stress incontinence","스트레스요실금"
"N39.4","Other specified urinary incontinence","기타 명시된 요실금"
"N39.40","Urge incontinence","절박요실금"
"N39.41","Mixed incontinence","혼합요실금"
"N39.48","Other specified urinary incontinence","기타 명시된 요실금"
"N39.8","Other specified disorders of urinary system","비뇨계통의 기타 명시된 장애"
"N39.9","Disorder of urinary system, unspecified","비뇨계통의 상세불명 장애"
"N40-N51","Diseases of male genital organs","남성생식기관의 질환"
"N40","Hyperplasia of prostate","전립선증식증"
"N40.0","Hyperplasia of prostate without complication","합병증을 동반하지 않은 전립선증식증"
"N40.1","Hyperplasia of prostate with urinary tract obstruction","요로 폐색을 동반한 전립선증식증"
"N40.2","Hyperplasia of prostate with hematuria","혈뇨를 동반한 전립선증식증"
"N40.3","Hyperplasia of prostate with urinary tract obstruction and hematuria","요로 폐색 및 혈뇨를 동반한 전립선증식증"
"N40.8","Hyperplasia of prostate with other complication","기타 합병증을 동반한 전립선증식증"
"N41","Inflammatory diseases of prostate","전립선의 염증성 질환"
"N41.0","Acute prostatitis","급성 전립선염"
"N41.1","Chronic prostatitis","만성 전립선염"
"N41.2","Abscess of prostate","전립선의 농양"
"N41.3","Prostatocystitis","전립선방광염"
"N41.8","Other inflammatory diseases of prostate","전립선의 기타 염증성 질환"
"N41.80","Granulomatous prostatitis","육아종성 전립선염"
"N41.88","Other prostatitis","기타 전립선염"
"N41.9","Inflammatory disease of prostate, unspecified","전립선의 상세불명의 염증성 질환"
"N42","Other disorders of prostate","전립선의 기타 장애"
"N42.0","Calculus of prostate","전립선의 결석"
"N42.1","Congestion and haemorrhage of prostate","전립선의 울혈 및 출혈"
"N42.2","Atrophy of prostate","전립선의 위축"
"N42.3","Dysplasia of prostate","전립선의 이형성"
"N42.8","Other specified disorders of prostate","전립선의 기타 명시된 장애"
"N42.9","Disorder of prostate, unspecified","전립선의 상세불명 장애"
"N45","Orchitis and epididymitis","고환염 및 부고환염"
"N45.0","Orchitis, epididymitis and epididymo-orchitis with abscess","농양을 동반한 고환염, 부고환염 및 부고환-고환염"
"N45.00","Epididymitis","부고환염"
"N45.01","Orchitis","고환염"
"N45.02","Epididymo-orchitis","부고환-고환염"
"N45.9","Orchitis, epididymitis and epididymo-orchitis without abscess","농양을 동반하지 않은 고환염, 부고환염 및 부고환-고환염"
"N45.90","Epididymitis","부고환염"
"N45.91","Orchitis","고환염"
"N45.92","Epididymo-orchitis","부고환-고환염"
"N48","Other disorders of penis","음경의 기타 장애"
"N48.0","Leukoplakia of penis","음경의 백반"
"N48.1","Balanoposthitis","귀두포피염"
"N48.2","Other inflammatory disorders of penis","음경의 기타 염증성 장애"
"N48.20","Abscess of penis","음경의 농양"
"N48.21","Cellulitis of penis","음경의 연조직염"
"N48.28","Other imflammatory disorder of penis","음경의 기타 염증성 장애"
"N48.3","Priapism","지속발기"
"N48.4","Impotence of organic origin","기질적 원인에 의한 발기부전"
"N48.40","Male erectile dysfunction due to arterial insufficiency","동맥기능부전에 의한 남성발기장애"
"N48.41","Male erectile dysfunction due to corporovenous occlusive dysfunction","해면체폐쇄부전으로 인한 남성발기장애"
"N48.48","Male erectile dysfunction due to other cause","기타 원인으로 인한 남성발기장애"
"N48.49","Male erectile dysfunction, unspecified","상세불명의 남성발기장애"
"N48.5","Ulcer of penis","음경의 궤양"
"N48.6","Induratio penis plastica","성형성 음경경화"
"N48.60","Peyronie’s disease","페이로니병"
"N48.68","Other Induratio penis plastica","기타 성형성 음경경화"
"N48.8","Other specified disorders of penis","음경의 기타 명시된 장애"
"N48.9","Disorder of penis, unspecified","음경의 상세불명 장애"
"","",""
"N60-N64","Disorders of breast","유방의 장애"
"N60","Benign mammary dysplasia","양성 유방형성이상"
"N60.0","Solitary cyst of breast","유방의 고립성 낭"
"N60.1","Diffuse cystic mastopathy","미만성 낭성 유방병증"
"N60.2","Fibroadenosis of breast","유방의 섬유선증"
"N60.3","Fibrosclerosis of breast","유방의 섬유경화증"
"N60.4","Mammary duct ectasia","유선관확장"
"N60.8","Other benign mammary dysplasias","기타 양성 유방형성이상"
"N60.9","Benign mammary dysplasia, unspecified","상세불명의 양성 유방형성이상"
"N62","Hypertrophy of breast","유방의 비대"
"N63","Unspecified lump in breast","유방의 상세불명의 덩이"
"N74*","Female pelvic inflammatory disorders in diseases classified elsewhere","달리 분류된 질환에서의 여성골반염증장애"
"N74.0*","Tuberculous infection of cervix uteri","자궁경부의 결핵감염(A18.15†)"
"N74.1*","Female tuberculous pelvic inflammatory disease","여성 결핵성 골반염증질환(A18.16†)"
"N74.2*","Female syphilitic pelvic inflammatory disease","여성 매독성 골반염증질환(A51.4†, A52.7†)"
"N74.3*","Female gonococcal pelvic inflammatory disease","여성 임균성 골반염증질환(A54.2†)"
"N74.4*","Female chlamydial pelvic inflammatory disease","여성 클라미디아 골반염증질환(A56.1†)"
"N74.8*","Female pelvic inflammatory disorders in other diseases classified elsewhere","달리 분류된 기타 질환에서의 여성골반염증장애"
"N76","Other inflammation of vagina and vulva","질 및 외음부의 기타 염증"
"N76.0","Acute vaginitis","급성 질염"
"N76.1","Subacute and chronic vaginitis","아급성 및 만성 질염"
"N76.2","Acute vulvitis","급성 외음염"
"N76.3","Subacute and chronic vulvitis","아급성 및 만성 외음염"
"N76.4","Abscess of vulva","외음의 농양"
"N76.5","Ulceration of vagina","질의 궤양"
"N76.6","Ulceration of vulva","외음의 궤양"
"N76.8","Other specified inflammation of vagina and vulva","질 및 외음의 기타 명시된 염증"
"N70-N77","Inflammatory diseases of female pelvic organs","여성골반내기관의 염증성 질환"
"N77*","Vulvovaginal ulceration and  inflammation in diseases classified elsewhere","달리 분류된 질환에서의 외음질의 궤양 및 염증"
"N77.0*","Ulceration of vulva in infectious and parasitic diseases classified elsewhere","달리 분류된 감염성 및 기생충성 질환에서의 외음의 궤양"
"N77.1*","Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere","달리 분류된 감염성 및 기생충성 질환에서의 질염, 외음염 또는 외음질염"
"N77.8*","Vulvovaginal ulceration and inflammation in other diseases classified elsewhere","달리 분류된 기타 질환에서의 외음질의 궤양 및 염증"
"N83","Noninflammatory disorders of ovary, fallopian tube and broad ligament","난소, 난관 및 넓은인대의 비염증성 장애"
"N83.0","Follicular cyst of ovary","난소의 난포낭"
"N83.1","Corpus luteum cyst","황체낭"
"N83.2","Other and unspecified ovarian cysts","기타 및 상세불명의 난소낭"
"N83.3","Acquired atrophy of ovary and fallopian tube","난소 및 난관의 후천성 위축"
"N83.4","Prolapse and hernia of ovary and fallopian tube","난소 및 난관의 탈출"
"N83.5","Torsion of ovary, ovarian pedicle and fallopian tube","난소, 난소경 및 난관의 염전"
"N83.6","Haematosalpinx","혈난관"
"N83.7","Haematoma of broad ligament","넓은인대의 혈종"
"N83.8","Other noninflammatory disorders of ovary, fallopian tube and broad ligament","난소, 난관 및 넓은인대의 기타 비염증성 장애"
"N83.9","Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified","상세불명의 난소, 난관 및 넓은인대의 비염증성 장애"
"N85","Other noninflammatory disorders of uterus, except cervix","자궁경부를 제외한 자궁의 기타 비염증성 장애"
"N85.0","Endometrial glandular hyperplasia","자궁내막선증식증"
"N85.1","Endometrial adenomatous hyperplasia","자궁내막 선종성 증식증"
"N85.2","Hypertrophy of uterus","자궁의 비대"
"N85.3","Subinvolution of uterus","자궁의 퇴축부전"
"N85.4","Malposition of uterus","자궁의 위치이상"
"N85.5","Inversion of uterus","자궁의 내번"
"N85.6","Intrauterine synechiae","자궁내유착"
"N85.7","Haematometra","혈자궁"
"N85.8","Other specified noninflammatory disorders of uterus","자궁의 기타 명시된 비염증성 장애"
"N85.9","Noninflammatory disorder of uterus, unspecified","자궁의 상세불명의 비염증성 장애"
"N87","Dysplasia of cervix uteri","자궁경부의 이형성"
"N87.0","Mild cervical dysplasia","경도 자궁경부이형성"
"N87.1","Moderate cervical dysplasia","중등도 자궁경부이형성"
"N87.2","Severe cervical dysplasia, NEC","달리 분류되지 않은 중증 자궁경부이형성"
"N87.9","Dysplasia of cervix uteri, unspecified","상세불명의 자궁경부의 이형성"
"N92","Excessive, frequent and irregular menstruation","과다, 빈발 및 불규칙 월경"
"N92.0","Excessive and frequent menstruation with regular cycle","규칙적 주기를 가진 과다 및 빈발 월경"
"N92.1","Excessive and frequent menstruation with irregular cycle","불규칙적 주기를 가진 과다 및 빈발 월경"
"N92.2","Excessive menstruation at puberty","사춘기의 과다월경"
"N92.3","Ovulation bleeding","배란출혈"
"N92.4","Excessive bleeding in the premenopausal period","폐경전 시기의 과다출혈"
"N92.5","Other specified irregular menstruation","기타 명시된 불규칙월경"
"N92.6","Irregular menstruation, unspecified","상세불명의  불규칙월경"
"N93","Other abnormal uterine and vaginal bleeding","기타 이상 자궁 및 질 출혈"
"N93.0","Postcoital and contact bleeding","성교후 및 접촉 출혈"
"N93.8","Other specified abnormal uterine and vaginal bleeding","기타 명시된 이상 자궁 및 질 출혈"
"N93.9","Abnormal uterine and vaginal bleeding, unspecified","상세불명의 이상 자궁 및 질 출혈"
"N94","Pain and other conditions associated with female genital organs and menstrual cycle","여성생식기관 및 월경주기와 관련된 통증 및 기타 병태"
"N94.0","Mittelschmerz","배란통"
"N94.1","Dyspareunia","성교통"
"N94.2","Vaginismus","질경련"
"N94.3","Premenstrual tension syndrome","월경전긴장증후군"
"N94.4","Primary dysmenorrhoea","원발성 월경통"
"N94.5","Secondary dysmenorrhoea","이차성 월경통"
"N94.6","Dysmenorrhoea, unspecified","상세불명의 월경통"
"N94.8","Other specified conditions associated with female genital organs and menstrual cycle","여성생식기관 및 월경주기와 관련된 기타 명시된 병태"
"N94.9","Unspecified condition associated with female genital organs and menstrual cycle","여성생식기관 및 월경주기와 관련된 상세불명의 병태"
"N95","Menopausal and other perimenopausal disorders","폐경 및 기타 폐경전후 장애"
